country,year,final_v2x_libdem,gov_popul_weighted,date
Moldova,2019,0.463,0.5971258278145695,2018-12-31
Moldova,2019,0.463,0.5971258278145695,2019-01-01
Moldova,2020,0.502,0.5971258278145695,2019-12-31
Moldova,2020,0.502,0.5971258278145695,2020-01-01
Moldova,2021,0.616,0.5971258278145695,2020-12-31
Moldova,2021,0.616,0.5971258278145695,2021-01-01
Moldova,2022,0.642,0.5971258278145695,2021-12-31
Moldova,2022,0.642,0.5971258278145695,2022-01-01
Montenegro,1998,NA,0.09848327137546468,1997-12-31
Montenegro,1998,NA,0.09848327137546468,1998-01-01
Montenegro,1999,0.328,0.09848327137546468,1998-12-31
Montenegro,1999,0.328,0.09848327137546468,1999-01-01
Montenegro,2000,0.328,0.09848327137546468,1999-12-31
Montenegro,2000,0.328,0.09848327137546468,2000-01-01
Montenegro,2001,0.341,0.12142857142857143,2000-12-31
Montenegro,2001,0.341,0.12142857142857143,2001-01-01
Montenegro,2002,0.357,0.10862428842504743,2001-12-31
Montenegro,2002,0.357,0.10862428842504743,2002-01-01
Montenegro,2003,0.368,0.10862428842504743,2002-12-31
Montenegro,2003,0.368,0.10862428842504743,2003-01-01
Montenegro,2004,0.377,0.10862428842504743,2003-12-31
Montenegro,2004,0.377,0.10862428842504743,2004-01-01
Montenegro,2005,0.379,0.10862428842504743,2004-12-31
Montenegro,2005,0.379,0.10862428842504743,2005-01-01
Montenegro,2006,0.373,0.10524158415841585,2005-12-31
Montenegro,2006,0.373,0.10524158415841585,2006-01-01
Montenegro,2007,0.39,0.10524158415841585,2006-12-31
Montenegro,2007,0.39,0.10524158415841585,2007-01-01
Montenegro,2008,0.401,0.10524158415841585,2007-12-31
Montenegro,2008,0.401,0.10524158415841585,2008-01-01
Montenegro,2009,0.405,0.1059679054054054,2008-12-31
Montenegro,2009,0.405,0.1059679054054054,2009-01-01
Montenegro,2010,0.406,0.1059679054054054,2009-12-31
Montenegro,2010,0.406,0.1059679054054054,2010-01-01
Montenegro,2011,0.405,0.1059679054054054,2010-12-31
Montenegro,2011,0.405,0.1059679054054054,2011-01-01
Montenegro,2012,0.404,0.1295676691729323,2011-12-31
Montenegro,2012,0.404,0.1295676691729323,2012-01-01
Montenegro,2013,0.378,0.1295676691729323,2012-12-31
Montenegro,2013,0.378,0.1295676691729323,2013-01-01
Montenegro,2014,0.373,0.1295676691729323,2013-12-31
Montenegro,2014,0.373,0.1295676691729323,2014-01-01
Montenegro,2015,0.376,0.1295676691729323,2014-12-31
Montenegro,2015,0.376,0.1295676691729323,2015-01-01
Montenegro,2016,0.369,0.088,2015-12-31
Montenegro,2016,0.369,0.088,2016-01-01
Montenegro,2017,0.361,0.088,2016-12-31
Montenegro,2017,0.361,0.088,2017-01-01
Montenegro,2018,0.364,0.088,2017-12-31
Montenegro,2018,0.364,0.088,2018-01-01
Montenegro,2019,0.363,0.088,2018-12-31
Montenegro,2019,0.363,0.088,2019-01-01
Montenegro,2020,0.38,0.088,2019-12-31
Montenegro,2020,0.38,0.088,2020-01-01
Montenegro,2021,0.41,0.088,2020-12-31
Montenegro,2021,0.41,0.088,2021-01-01
Montenegro,2022,0.404,0.088,2021-12-31
Montenegro,2022,0.404,0.088,2022-01-01
Netherlands,1990,0.815,NA,1989-12-31
Netherlands,1990,0.815,NA,1990-01-01
Netherlands,1991,0.815,NA,1990-12-31
Netherlands,1991,0.815,NA,1991-01-01
Netherlands,1992,0.815,NA,1991-12-31
Netherlands,1992,0.815,NA,1992-01-01
Netherlands,1993,0.815,NA,1992-12-31
Netherlands,1993,0.815,NA,1993-01-01
Netherlands,1994,0.814,0.0990586319218241,1993-12-31
Netherlands,1994,0.814,0.0990586319218241,1994-01-01
Netherlands,1995,0.814,0.0990586319218241,1994-12-31
Netherlands,1995,0.814,0.0990586319218241,1995-01-01
Netherlands,1996,0.814,0.0990586319218241,1995-12-31
Netherlands,1996,0.814,0.0990586319218241,1996-01-01
Netherlands,1997,0.81,0.0990586319218241,1996-12-31
Netherlands,1997,0.81,0.0990586319218241,1997-01-01
Netherlands,1998,0.799,0.08739628482972137,1997-12-31
Netherlands,1998,0.799,0.08739628482972137,1998-01-01
Netherlands,1999,0.817,0.08739628482972137,1998-12-31
Netherlands,1999,0.817,0.08739628482972137,1999-01-01
Netherlands,2000,0.808,0.08739628482972137,1999-12-31
Netherlands,2000,0.808,0.08739628482972137,2000-01-01
Netherlands,2001,0.808,0.08739628482972137,2000-12-31
Netherlands,2001,0.808,0.08739628482972137,2001-01-01
Netherlands,2002,0.804,0.29325,2001-12-31
Netherlands,2002,0.804,0.29325,2002-01-01
Netherlands,2003,0.813,0.07483125,2002-12-31
Netherlands,2003,0.813,0.07483125,2003-01-01
Netherlands,2004,0.813,0.07483125,2003-12-31
Netherlands,2004,0.813,0.07483125,2004-01-01
Netherlands,2005,0.813,0.07483125,2004-12-31
Netherlands,2005,0.813,0.07483125,2005-01-01
Netherlands,2006,0.818,0.08804868154158216,2005-12-31
Netherlands,2006,0.818,0.08804868154158216,2006-01-01
Netherlands,2007,0.826,0.08804868154158216,2006-12-31
Netherlands,2007,0.826,0.08804868154158216,2007-01-01
Netherlands,2008,0.826,0.08804868154158216,2007-12-31
Netherlands,2008,0.826,0.08804868154158216,2008-01-01
Netherlands,2009,0.826,0.08804868154158216,2008-12-31
Netherlands,2009,0.826,0.08804868154158216,2009-01-01
Netherlands,2010,0.827,0.36750098619329385,2009-12-31
Netherlands,2010,0.827,0.36750098619329385,2010-01-01
Netherlands,2011,0.828,0.36750098619329385,2010-12-31
Netherlands,2011,0.828,0.36750098619329385,2011-01-01
Netherlands,2012,0.823,0.09264638783269963,2011-12-31
Netherlands,2012,0.823,0.09264638783269963,2012-01-01
Netherlands,2013,0.823,0.09264638783269963,2012-12-31
Netherlands,2013,0.823,0.09264638783269963,2013-01-01
Netherlands,2014,0.83,0.09264638783269963,2013-12-31
Netherlands,2014,0.83,0.09264638783269963,2014-01-01
Netherlands,2015,0.83,0.09264638783269963,2014-12-31
Netherlands,2015,0.83,0.09264638783269963,2015-01-01
Netherlands,2016,0.83,0.09264638783269963,2015-12-31
Netherlands,2016,0.83,0.09264638783269963,2016-01-01
Netherlands,2017,0.831,0.0961392405063291,2016-12-31
Netherlands,2017,0.831,0.0961392405063291,2017-01-01
Netherlands,2018,0.831,0.0961392405063291,2017-12-31
Netherlands,2018,0.831,0.0961392405063291,2018-01-01
Netherlands,2019,0.824,0.0961392405063291,2018-12-31
Netherlands,2019,0.824,0.0961392405063291,2019-01-01
Netherlands,2020,0.814,0.0961392405063291,2019-12-31
Netherlands,2020,0.814,0.0961392405063291,2020-01-01
Netherlands,2021,0.81,0.0961392405063291,2020-12-31
Netherlands,2021,0.81,0.0961392405063291,2021-01-01
Netherlands,2022,0.8,0.0961392405063291,2021-12-31
Netherlands,2022,0.8,0.0961392405063291,2022-01-01
Nicaragua,1990,0.422,0.554,1989-12-31
Nicaragua,1990,0.422,0.554,1990-01-01
Nicaragua,1991,0.476,0.554,1990-12-31
Nicaragua,1991,0.476,0.554,1991-01-01
Nicaragua,1992,0.482,0.554,1991-12-31
Nicaragua,1992,0.482,0.554,1992-01-01
Nicaragua,1993,0.49,0.554,1992-12-31
Nicaragua,1993,0.49,0.554,1993-01-01
Nicaragua,1994,0.491,0.554,1993-12-31
Nicaragua,1994,0.491,0.554,1994-01-01
Nicaragua,1995,0.49,0.554,1994-12-31
Nicaragua,1995,0.49,0.554,1995-01-01
Nicaragua,1996,0.458,0.262,1995-12-31
Nicaragua,1996,0.458,0.262,1996-01-01
Nicaragua,1997,0.413,0.262,1996-12-31
Nicaragua,1997,0.413,0.262,1997-01-01
Nicaragua,1998,0.413,0.262,1997-12-31
Nicaragua,1998,0.413,0.262,1998-01-01
Nicaragua,1999,0.386,0.262,1998-12-31
Nicaragua,1999,0.386,0.262,1999-01-01
Nicaragua,2000,0.381,0.262,1999-12-31
Nicaragua,2000,0.381,0.262,2000-01-01
Nicaragua,2001,0.377,0.373,2000-12-31
Nicaragua,2001,0.377,0.373,2001-01-01
Nicaragua,2002,0.382,0.373,2001-12-31
Nicaragua,2002,0.382,0.373,2002-01-01
Nicaragua,2003,0.378,0.373,2002-12-31
Nicaragua,2003,0.378,0.373,2003-01-01
Nicaragua,2004,0.378,0.373,2003-12-31
Nicaragua,2004,0.378,0.373,2004-01-01
Nicaragua,2005,0.378,0.373,2004-12-31
Nicaragua,2005,0.378,0.373,2005-01-01
Nicaragua,2006,0.331,0.722,2005-12-31
Nicaragua,2006,0.331,0.722,2006-01-01
Nicaragua,2007,0.223,0.722,2006-12-31
Nicaragua,2007,0.223,0.722,2007-01-01
Nicaragua,2008,0.209,0.722,2007-12-31
Nicaragua,2008,0.209,0.722,2008-01-01
Nicaragua,2009,0.202,0.722,2008-12-31
Nicaragua,2009,0.202,0.722,2009-01-01
Nicaragua,2010,0.196,0.722,2009-12-31
Nicaragua,2010,0.196,0.722,2010-01-01
Nicaragua,2011,0.191,0.674,2010-12-31
Nicaragua,2011,0.191,0.674,2011-01-01
Nicaragua,2012,0.159,0.674,2011-12-31
Nicaragua,2012,0.159,0.674,2012-01-01
Nicaragua,2013,0.129,0.674,2012-12-31
Nicaragua,2013,0.129,0.674,2013-01-01
Nicaragua,2014,0.128,0.674,2013-12-31
Nicaragua,2014,0.128,0.674,2014-01-01
Nicaragua,2015,0.126,0.674,2014-12-31
Nicaragua,2015,0.126,0.674,2015-01-01
Nicaragua,2016,0.121,0.689,2015-12-31
Nicaragua,2016,0.121,0.689,2016-01-01
Nicaragua,2017,0.104,0.689,2016-12-31
Nicaragua,2017,0.104,0.689,2017-01-01
Nicaragua,2018,0.053,0.689,2017-12-31
Nicaragua,2018,0.053,0.689,2018-01-01
Nicaragua,2019,0.049,0.689,2018-12-31
Nicaragua,2019,0.049,0.689,2019-01-01
Nicaragua,2020,0.048,0.689,2019-12-31
Nicaragua,2020,0.048,0.689,2020-01-01
Nicaragua,2021,0.037,0.689,2020-12-31
Nicaragua,2021,0.037,0.689,2021-01-01
Nicaragua,2022,0.034,0.689,2021-12-31
Nicaragua,2022,0.034,0.689,2022-01-01
North Macedonia,1991,0.257,NA,1990-12-31
North Macedonia,1991,0.257,NA,1991-01-01
North Macedonia,1992,0.257,NA,1991-12-31
North Macedonia,1992,0.257,NA,1992-01-01
North Macedonia,1993,0.259,NA,1992-12-31
North Macedonia,1993,0.259,NA,1993-01-01
North Macedonia,1994,0.283,0.19451361386138616,1993-12-31
North Macedonia,1994,0.283,0.19451361386138616,1994-01-01
North Macedonia,1995,0.356,0.19451361386138616,1994-12-31
North Macedonia,1995,0.356,0.19451361386138616,1995-01-01
North Macedonia,1996,0.367,0.19451361386138616,1995-12-31
North Macedonia,1996,0.367,0.19451361386138616,1996-01-01
North Macedonia,1997,0.373,0.19451361386138616,1996-12-31
North Macedonia,1997,0.373,0.19451361386138616,1997-01-01
North Macedonia,1998,0.398,0.25241860465116284,1997-12-31
North Macedonia,1998,0.398,0.25241860465116284,1998-01-01
North Macedonia,1999,0.435,0.25241860465116284,1998-12-31
North Macedonia,1999,0.435,0.25241860465116284,1999-01-01
North Macedonia,2000,0.355,0.25241860465116284,1999-12-31
North Macedonia,2000,0.355,0.25241860465116284,2000-01-01
North Macedonia,2001,0.338,0.25241860465116284,2000-12-31
North Macedonia,2001,0.338,0.25241860465116284,2001-01-01
North Macedonia,2002,0.405,0.18904906937394247,2001-12-31
North Macedonia,2002,0.405,0.18904906937394247,2002-01-01
North Macedonia,2003,0.462,0.18904906937394247,2002-12-31
North Macedonia,2003,0.462,0.18904906937394247,2003-01-01
North Macedonia,2004,0.47,0.18904906937394247,2003-12-31
North Macedonia,2004,0.47,0.18904906937394247,2004-01-01
North Macedonia,2005,0.465,0.18904906937394247,2004-12-31
North Macedonia,2005,0.465,0.18904906937394247,2005-01-01
North Macedonia,2006,0.454,0.2106279491833031,2005-12-31
North Macedonia,2006,0.454,0.2106279491833031,2006-01-01
North Macedonia,2007,0.438,0.2106279491833031,2006-12-31
North Macedonia,2007,0.438,0.2106279491833031,2007-01-01
North Macedonia,2008,0.416,0.1859818181818182,2007-12-31
North Macedonia,2008,0.416,0.1859818181818182,2008-01-01
North Macedonia,2009,0.385,0.1859818181818182,2008-12-31
North Macedonia,2009,0.385,0.1859818181818182,2009-01-01
North Macedonia,2010,0.372,0.1859818181818182,2009-12-31
North Macedonia,2010,0.372,0.1859818181818182,2010-01-01
North Macedonia,2011,0.342,0.1824627383015598,2010-12-31
North Macedonia,2011,0.342,0.1824627383015598,2011-01-01
North Macedonia,2012,0.316,0.1824627383015598,2011-12-31
North Macedonia,2012,0.316,0.1824627383015598,2012-01-01
North Macedonia,2013,0.284,0.1824627383015598,2012-12-31
North Macedonia,2013,0.284,0.1824627383015598,2013-01-01
North Macedonia,2014,0.276,0.18665846153846155,2013-12-31
North Macedonia,2014,0.276,0.18665846153846155,2014-01-01
North Macedonia,2015,0.271,0.18665846153846155,2014-12-31
North Macedonia,2015,0.271,0.18665846153846155,2015-01-01
North Macedonia,2016,0.28,0.3154465290806754,2015-12-31
North Macedonia,2016,0.28,0.3154465290806754,2016-01-01
North Macedonia,2017,0.386,0.3154465290806754,2016-12-31
North Macedonia,2017,0.386,0.3154465290806754,2017-01-01
North Macedonia,2018,0.393,0.3154465290806754,2017-12-31
North Macedonia,2018,0.393,0.3154465290806754,2018-01-01
North Macedonia,2019,0.414,0.3154465290806754,2018-12-31
North Macedonia,2019,0.414,0.3154465290806754,2019-01-01
North Macedonia,2020,0.405,0.3154465290806754,2019-12-31
North Macedonia,2020,0.405,0.3154465290806754,2020-01-01
North Macedonia,2021,0.389,0.3154465290806754,2020-12-31
North Macedonia,2021,0.389,0.3154465290806754,2021-01-01
North Macedonia,2022,0.365,0.3154465290806754,2021-12-31
North Macedonia,2022,0.365,0.3154465290806754,2022-01-01
Norway,1990,0.851,NA,1989-12-31
Norway,1990,0.851,NA,1990-01-01
Norway,1991,0.851,NA,1990-12-31
Norway,1991,0.851,NA,1991-01-01
Norway,1992,0.851,NA,1991-12-31
Norway,1992,0.851,NA,1992-01-01
Norway,1993,0.852,0.2593010309278351,1992-12-31
Norway,1993,0.852,0.2593010309278351,1993-01-01
Norway,1994,0.854,0.2593010309278351,1993-12-31
Norway,1994,0.854,0.2593010309278351,1994-01-01
Norway,1995,0.854,0.2593010309278351,1994-12-31
Norway,1995,0.854,0.2593010309278351,1995-01-01
Norway,1996,0.854,0.2593010309278351,1995-12-31
Norway,1996,0.854,0.2593010309278351,1996-01-01
Norway,1997,0.853,0.3475529411764706,1996-12-31
Norway,1997,0.853,0.3475529411764706,1997-01-01
Norway,1998,0.85,0.3475529411764706,1997-12-31
Norway,1998,0.85,0.3475529411764706,1998-01-01
Norway,1999,0.85,0.3475529411764706,1998-12-31
Norway,1999,0.85,0.3475529411764706,1999-01-01
Norway,2000,0.858,0.3475529411764706,1999-12-31
Norway,2000,0.858,0.3475529411764706,2000-01-01
Norway,2001,0.858,0.07115151515151516,2000-12-31
Norway,2001,0.858,0.07115151515151516,2001-01-01
Norway,2002,0.859,0.07115151515151516,2001-12-31
Norway,2002,0.859,0.07115151515151516,2002-01-01
Norway,2003,0.859,0.07115151515151516,2002-12-31
Norway,2003,0.859,0.07115151515151516,2003-01-01
Norway,2004,0.859,0.07115151515151516,2003-12-31
Norway,2004,0.859,0.07115151515151516,2004-01-01
Norway,2005,0.861,0.2720446601941747,2004-12-31
Norway,2005,0.861,0.2720446601941747,2005-01-01
Norway,2006,0.862,0.2720446601941747,2005-12-31
Norway,2006,0.862,0.2720446601941747,2006-01-01
Norway,2007,0.862,0.2720446601941747,2006-12-31
Norway,2007,0.862,0.2720446601941747,2007-01-01
Norway,2008,0.862,0.2720446601941747,2007-12-31
Norway,2008,0.862,0.2720446601941747,2008-01-01
Norway,2009,0.865,0.2717603143418468,2008-12-31
Norway,2009,0.865,0.2717603143418468,2009-01-01
Norway,2010,0.871,0.2717603143418468,2009-12-31
Norway,2010,0.871,0.2717603143418468,2010-01-01
Norway,2011,0.87,0.2717603143418468,2010-12-31
Norway,2011,0.87,0.2717603143418468,2011-01-01
Norway,2012,0.87,0.2717603143418468,2011-12-31
Norway,2012,0.87,0.2717603143418468,2012-01-01
Norway,2013,0.856,0.2711707746478873,2012-12-31
Norway,2013,0.856,0.2711707746478873,2013-01-01
Norway,2014,0.858,0.2711707746478873,2013-12-31
Norway,2014,0.858,0.2711707746478873,2014-01-01
Norway,2015,0.863,0.2711707746478873,2014-12-31
Norway,2015,0.863,0.2711707746478873,2015-01-01
Norway,2016,0.863,0.2711707746478873,2015-12-31
Norway,2016,0.863,0.2711707746478873,2016-01-01
Norway,2017,0.862,0.2749942307692308,2016-12-31
Norway,2017,0.862,0.2749942307692308,2017-01-01
Norway,2018,0.85,0.2749942307692308,2017-12-31
Norway,2018,0.85,0.2749942307692308,2018-01-01
Norway,2019,0.852,0.2749942307692308,2018-12-31
Norway,2019,0.852,0.2749942307692308,2019-01-01
Norway,2020,0.856,0.2749942307692308,2019-12-31
Norway,2020,0.856,0.2749942307692308,2020-01-01
Norway,2021,0.86,0.2749942307692308,2020-12-31
Norway,2021,0.86,0.2749942307692308,2021-01-01
Norway,2022,0.857,0.2749942307692308,2021-12-31
Norway,2022,0.857,0.2749942307692308,2022-01-01
Panama,1990,0.279,NA,1989-12-31
Panama,1990,0.279,NA,1990-01-01
Panama,1991,0.519,NA,1990-12-31
Panama,1991,0.519,NA,1991-01-01
Panama,1992,0.531,NA,1991-12-31
Panama,1992,0.531,NA,1992-01-01
Panama,1993,0.533,NA,1992-12-31
Panama,1993,0.533,NA,1993-01-01
Panama,1994,0.537,0.452,1993-12-31
Panama,1994,0.537,0.452,1994-01-01
Panama,1995,0.537,0.452,1994-12-31
Panama,1995,0.537,0.452,1995-01-01
Panama,1996,0.537,0.452,1995-12-31
Panama,1996,0.537,0.452,1996-01-01
Panama,1997,0.537,0.452,1996-12-31
Panama,1997,0.537,0.452,1997-01-01
Panama,1998,0.53,0.452,1997-12-31
Panama,1998,0.53,0.452,1998-01-01
Panama,1999,0.531,0.31960493827160497,1998-12-31
Panama,1999,0.531,0.31960493827160497,1999-01-01
Panama,2000,0.551,0.31960493827160497,1999-12-31
Panama,2000,0.551,0.31960493827160497,2000-01-01
Panama,2001,0.559,0.31960493827160497,2000-12-31
Panama,2001,0.559,0.31960493827160497,2001-01-01
Panama,2002,0.559,0.31960493827160497,2001-12-31
Panama,2002,0.559,0.31960493827160497,2002-01-01
Panama,2003,0.559,0.31960493827160497,2002-12-31
Panama,2003,0.559,0.31960493827160497,2003-01-01
Panama,2004,0.563,0.4588515769944342,2003-12-31
Panama,2004,0.563,0.4588515769944342,2004-01-01
Panama,2005,0.557,0.4588515769944342,2004-12-31
Panama,2005,0.557,0.4588515769944342,2005-01-01
Panama,2006,0.557,0.4588515769944342,2005-12-31
Panama,2006,0.557,0.4588515769944342,2006-01-01
Panama,2007,0.557,0.4588515769944342,2006-12-31
Panama,2007,0.557,0.4588515769944342,2007-01-01
Panama,2008,0.557,0.4588515769944342,2007-12-31
Panama,2008,0.557,0.4588515769944342,2008-01-01
Panama,2009,0.561,0.6095192697768763,2008-12-31
Panama,2009,0.561,0.6095192697768763,2009-01-01
Panama,2010,0.561,0.6095192697768763,2009-12-31
Panama,2010,0.561,0.6095192697768763,2010-01-01
Panama,2011,0.561,0.6095192697768763,2010-12-31
Panama,2011,0.561,0.6095192697768763,2011-01-01
Panama,2012,0.561,0.6095192697768763,2011-12-31
Panama,2012,0.561,0.6095192697768763,2012-01-01
Panama,2013,0.554,0.6095192697768763,2012-12-31
Panama,2013,0.554,0.6095192697768763,2013-01-01
Panama,2014,0.552,0.4798883248730964,2013-12-31
Panama,2014,0.552,0.4798883248730964,2014-01-01
Panama,2015,0.559,0.4798883248730964,2014-12-31
Panama,2015,0.559,0.4798883248730964,2015-01-01
Panama,2016,0.559,0.4798883248730964,2015-12-31
Panama,2016,0.559,0.4798883248730964,2016-01-01
Panama,2017,0.56,0.4798883248730964,2016-12-31
Panama,2017,0.56,0.4798883248730964,2017-01-01
Panama,2018,0.547,0.4798883248730964,2017-12-31
Panama,2018,0.547,0.4798883248730964,2018-01-01
Panama,2019,0.55,0.395348134991119,2018-12-31
Panama,2019,0.55,0.395348134991119,2019-01-01
Panama,2020,0.554,0.395348134991119,2019-12-31
Panama,2020,0.554,0.395348134991119,2020-01-01
Panama,2021,0.552,0.395348134991119,2020-12-31
Panama,2021,0.552,0.395348134991119,2021-01-01
Panama,2022,0.556,0.395348134991119,2021-12-31
Panama,2022,0.556,0.395348134991119,2022-01-01
Paraguay,1990,0.212,NA,1989-12-31
Paraguay,1990,0.212,NA,1990-01-01
Paraguay,1991,0.217,NA,1990-12-31
Paraguay,1991,0.217,NA,1991-01-01
Paraguay,1992,0.35,NA,1991-12-31
Paraguay,1992,0.35,NA,1992-01-01
Paraguay,1993,0.371,0.243,1992-12-31
Paraguay,1993,0.371,0.243,1993-01-01
Paraguay,1994,0.381,0.243,1993-12-31
Paraguay,1994,0.381,0.243,1994-01-01
Paraguay,1995,0.381,0.243,1994-12-31
Paraguay,1995,0.381,0.243,1995-01-01
Paraguay,1996,0.385,0.243,1995-12-31
Paraguay,1996,0.385,0.243,1996-01-01
Paraguay,1997,0.388,0.243,1996-12-31
Paraguay,1997,0.388,0.243,1997-01-01
Paraguay,1998,0.391,0.381,1997-12-31
Paraguay,1998,0.391,0.381,1998-01-01
Paraguay,1999,0.393,0.381,1998-12-31
Paraguay,1999,0.393,0.381,1999-01-01
Paraguay,2000,0.396,0.381,1999-12-31
Paraguay,2000,0.396,0.381,2000-01-01
Paraguay,2001,0.396,0.381,2000-12-31
Paraguay,2001,0.396,0.381,2001-01-01
Paraguay,2002,0.396,0.381,2001-12-31
Paraguay,2002,0.396,0.381,2002-01-01
Paraguay,2003,0.415,0.553,2002-12-31
Paraguay,2003,0.415,0.553,2003-01-01
Paraguay,2004,0.436,0.553,2003-12-31
Paraguay,2004,0.436,0.553,2004-01-01
Paraguay,2005,0.435,0.553,2004-12-31
Paraguay,2005,0.435,0.553,2005-01-01
Paraguay,2006,0.439,0.553,2005-12-31
Paraguay,2006,0.439,0.553,2006-01-01
Paraguay,2007,0.453,0.553,2006-12-31
Paraguay,2007,0.453,0.553,2007-01-01
Paraguay,2008,0.498,0.537,2007-12-31
Paraguay,2008,0.498,0.537,2008-01-01
Paraguay,2009,0.509,0.537,2008-12-31
Paraguay,2009,0.509,0.537,2009-01-01
Paraguay,2010,0.513,0.537,2009-12-31
Paraguay,2010,0.513,0.537,2010-01-01
Paraguay,2011,0.507,0.537,2010-12-31
Paraguay,2011,0.507,0.537,2011-01-01
Paraguay,2012,0.487,0.537,2011-12-31
Paraguay,2012,0.487,0.537,2012-01-01
Paraguay,2013,0.412,0.213,2012-12-31
Paraguay,2013,0.412,0.213,2013-01-01
Paraguay,2014,0.422,0.213,2013-12-31
Paraguay,2014,0.422,0.213,2014-01-01
Paraguay,2015,0.417,0.213,2014-12-31
Paraguay,2015,0.417,0.213,2015-01-01
Paraguay,2016,0.424,0.213,2015-12-31
Paraguay,2016,0.424,0.213,2016-01-01
Paraguay,2017,0.422,0.213,2016-12-31
Paraguay,2017,0.422,0.213,2017-01-01
Paraguay,2018,0.416,0.146,2017-12-31
Paraguay,2018,0.416,0.146,2018-01-01
Paraguay,2019,0.42,0.146,2018-12-31
Paraguay,2019,0.42,0.146,2019-01-01
Paraguay,2020,0.424,0.146,2019-12-31
Paraguay,2020,0.424,0.146,2020-01-01
Paraguay,2021,0.43,0.146,2020-12-31
Paraguay,2021,0.43,0.146,2021-01-01
Paraguay,2022,0.433,0.146,2021-12-31
Paraguay,2022,0.433,0.146,2022-01-01
Peru,1990,0.391,0.751,1989-12-31
Peru,1990,0.391,0.751,1990-01-01
Peru,1991,0.391,0.751,1990-12-31
Peru,1991,0.391,0.751,1991-01-01
Peru,1992,0.116,0.75,1991-12-31
Peru,1992,0.116,0.75,1992-01-01
Peru,1993,0.099,0.75,1992-12-31
Peru,1993,0.099,0.75,1993-01-01
Peru,1994,0.099,0.75,1993-12-31
Peru,1994,0.099,0.75,1994-01-01
Peru,1995,0.097,0.747,1994-12-31
Peru,1995,0.097,0.747,1995-01-01
Peru,1996,0.136,0.747,1995-12-31
Peru,1996,0.136,0.747,1996-01-01
Peru,1997,0.133,0.747,1996-12-31
Peru,1997,0.133,0.747,1997-01-01
Peru,1998,0.127,0.747,1997-12-31
Peru,1998,0.127,0.747,1998-01-01
Peru,1999,0.127,0.747,1998-12-31
Peru,1999,0.127,0.747,1999-01-01
Peru,2000,0.195,0.431,1999-12-31
Peru,2000,0.195,0.431,2000-01-01
Peru,2001,0.576,0.512544,2000-12-31
Peru,2001,0.576,0.512544,2001-01-01
Peru,2002,0.663,0.512544,2001-12-31
Peru,2002,0.663,0.512544,2002-01-01
Peru,2003,0.668,0.512544,2002-12-31
Peru,2003,0.668,0.512544,2003-01-01
Peru,2004,0.668,0.512544,2003-12-31
Peru,2004,0.668,0.512544,2004-01-01
Peru,2005,0.671,0.512544,2004-12-31
Peru,2005,0.671,0.512544,2005-01-01
Peru,2006,0.66,0.342,2005-12-31
Peru,2006,0.66,0.342,2006-01-01
Peru,2007,0.645,0.342,2006-12-31
Peru,2007,0.645,0.342,2007-01-01
Peru,2008,0.649,0.342,2007-12-31
Peru,2008,0.649,0.342,2008-01-01
Peru,2009,0.647,0.342,2008-12-31
Peru,2009,0.647,0.342,2009-01-01
Peru,2010,0.656,0.342,2009-12-31
Peru,2010,0.656,0.342,2010-01-01
Peru,2011,0.671,0.6259236641221374,2010-12-31
Peru,2011,0.671,0.6259236641221374,2011-01-01
Peru,2012,0.681,0.6259236641221374,2011-12-31
Peru,2012,0.681,0.6259236641221374,2012-01-01
Peru,2013,0.679,0.6259236641221374,2012-12-31
Peru,2013,0.679,0.6259236641221374,2013-01-01
Peru,2014,0.679,0.6259236641221374,2013-12-31
Peru,2014,0.679,0.6259236641221374,2014-01-01
Peru,2015,0.675,0.6259236641221374,2014-12-31
Peru,2015,0.675,0.6259236641221374,2015-01-01
Peru,2016,0.665,0.075,2015-12-31
Peru,2016,0.665,0.075,2016-01-01
Peru,2017,0.671,0.075,2016-12-31
Peru,2017,0.671,0.075,2017-01-01
Peru,2018,0.692,0.075,2017-12-31
Peru,2018,0.692,0.075,2018-01-01
Peru,2019,0.693,0.075,2018-12-31
Peru,2019,0.693,0.075,2019-01-01
Peru,2020,0.708,0.075,2019-12-31
Peru,2020,0.708,0.075,2020-01-01
Peru,2021,0.661,0.075,2020-12-31
Peru,2021,0.661,0.075,2021-01-01
Peru,2022,0.627,0.075,2021-12-31
Peru,2022,0.627,0.075,2022-01-01
Poland,1990,0.667,NA,1989-12-31
Poland,1990,0.667,NA,1990-01-01
Poland,1991,0.783,0.5985690866510538,1990-12-31
Poland,1991,0.783,0.5985690866510538,1991-01-01
Poland,1992,0.804,0.5985690866510538,1991-12-31
Poland,1992,0.804,0.5985690866510538,1992-01-01
Poland,1993,0.807,0.42687253414264037,1992-12-31
Poland,1993,0.807,0.42687253414264037,1993-01-01
Poland,1994,0.813,0.42687253414264037,1993-12-31
Poland,1994,0.813,0.42687253414264037,1994-01-01
Poland,1995,0.811,0.42687253414264037,1994-12-31
Poland,1995,0.811,0.42687253414264037,1995-01-01
Poland,1996,0.805,0.42687253414264037,1995-12-31
Poland,1996,0.805,0.42687253414264037,1996-01-01
Poland,1997,0.795,0.5468694885361552,1996-12-31
Poland,1997,0.795,0.5468694885361552,1997-01-01
Poland,1998,0.801,0.5468694885361552,1997-12-31
Poland,1998,0.801,0.5468694885361552,1998-01-01
