"","country","year","country_id","e_regiongeo","v2x_polyarchy","v2x_libdem","v2x_delibdem","v2x_egaldem","v2x_liberal","v2xcl_rol","v2x_cspart","v2x_jucon","gov_seatshare","rooduijn_government","rooduijn_government_senior","gov_popul_mean","gov_popul_weighted","gov_poppa_mean","gov_poppa_weighted","no_govparties","rooduijn","gov_popul_prime","president","ruth_populism","singleparty_gov","syst","evnt","evnttype","execindp","invexe","date","year_start","year_end","year_interval"
"453","Czech Republic",2016,157,4,0.864,0.78,0.742,0.785,0.906,0.958,0.789,0.902,55.5,"Populist","Non-populist",0.352,0.429486486486486,NA,NA,3,NA,0.271,"Sobotka","Non-Populist",0,0,0,4,2,"96",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"454","Czech Republic",2017,157,4,0.843,0.742,0.696,0.753,0.879,0.956,0.818,0.867,54,"Populist","Populist",0.495666666666667,0.520361111111111,5.13151065508525,6.07641634013918,3,1,0.538,"Babis","Populist",0,0,0,4,2,"96",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"455","Czech Republic",2018,157,4,0.823,0.725,0.673,0.731,0.88,0.96,0.805,0.865,54,"Populist","Populist",0.495666666666667,0.520361111111111,NA,NA,3,NA,0.538,"Babis",NA,0,0,0,4,2,"96",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"456","Czech Republic",2019,157,4,0.819,0.72,0.647,0.723,0.884,0.961,0.783,0.854,54,"Populist","Populist",0.495666666666667,0.520361111111111,NA,NA,3,NA,0.538,NA,NA,0,0,0,4,2,"96",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"457","Czech Republic",2020,157,4,0.822,0.728,0.654,0.73,0.888,0.949,0.781,0.876,54,"Populist","Populist",0.495666666666667,0.520361111111111,NA,NA,3,NA,0.538,NA,NA,0,0,0,4,2,"96",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"458","Czech Republic",2021,157,4,0.805,0.716,0.631,0.716,0.899,0.945,0.806,0.856,54,"Populist","Populist",0.495666666666667,0.520361111111111,NA,NA,3,NA,0.538,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"459","Czech Republic",2022,157,4,0.853,0.784,0.74,0.772,0.929,0.98,0.793,0.892,54,"Populist","Populist",0.495666666666667,0.520361111111111,NA,NA,3,NA,0.538,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"460","Denmark",1990,158,2,0.907,0.881,0.864,0.868,0.986,0.992,0.985,0.99,44.7,"Populist","Non-populist",0.2735,0.202114093959732,NA,NA,4,0,0.11,NA,NA,0,0,0,4,2,"1",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"461","Denmark",1991,158,2,0.908,0.883,0.865,0.871,0.986,0.992,0.985,0.99,44.7,"Populist","Non-populist",0.2735,0.202114093959732,NA,NA,4,NA,0.11,NA,NA,0,0,0,4,2,"1",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"462","Denmark",1992,158,2,0.908,0.883,0.865,0.871,0.986,0.992,0.985,0.99,44.7,"Populist","Non-populist",0.2735,0.202114093959732,NA,NA,4,NA,0.11,NA,NA,0,0,0,4,2,"1",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"463","Denmark",1993,158,2,0.908,0.883,0.865,0.871,0.986,0.992,0.985,0.99,44.7,"Populist","Non-populist",0.2735,0.202114093959732,NA,NA,4,NA,0.11,NA,NA,0,0,0,4,2,"1",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"464","Denmark",1994,158,2,0.908,0.883,0.865,0.87,0.986,0.992,0.985,0.99,41.9,"Non-Populist","Non-populist",0.182,0.163105011933174,3.56838142871857,3.84521606372478,2,0,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"465","Denmark",1995,158,2,0.907,0.882,0.863,0.868,0.986,0.992,0.985,0.99,41.9,"Non-Populist","Non-populist",0.182,0.163105011933174,NA,NA,2,NA,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"466","Denmark",1996,158,2,0.907,0.882,0.863,0.868,0.986,0.992,0.985,0.99,41.9,"Non-Populist","Non-populist",0.182,0.163105011933174,NA,NA,2,NA,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"467","Denmark",1997,158,2,0.907,0.882,0.863,0.868,0.986,0.992,0.985,0.99,41.9,"Non-Populist","Non-populist",0.182,0.163105011933174,NA,NA,2,NA,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"468","Denmark",1998,158,2,0.907,0.881,0.862,0.867,0.986,0.992,0.985,0.99,42.5,"Non-Populist","Non-populist",0.182,0.162962352941177,3.56838142871857,3.84730619206148,2,0,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"469","Denmark",1999,158,2,0.907,0.881,0.862,0.867,0.986,0.992,0.985,0.99,42.5,"Non-Populist","Non-populist",0.182,0.162962352941177,NA,NA,2,NA,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"470","Denmark",2000,158,2,0.907,0.881,0.862,0.867,0.986,0.992,0.985,0.99,42.5,"Non-Populist","Non-populist",0.182,0.162962352941177,NA,NA,2,NA,0.153,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"471","Denmark",2001,158,2,0.907,0.882,0.863,0.867,0.986,0.992,0.985,0.99,52.5,"Populist","Non-populist",0.34,0.327249523809524,5.23239191373189,4.82631185032073,3,0,0.262,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"472","Denmark",2002,158,2,0.908,0.883,0.866,0.87,0.986,0.992,0.985,0.99,52.5,"Populist","Non-populist",0.34,0.327249523809524,NA,NA,3,NA,0.262,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"473","Denmark",2003,158,2,0.908,0.883,0.866,0.87,0.986,0.992,0.985,0.99,52.5,"Populist","Non-populist",0.34,0.327249523809524,NA,NA,3,NA,0.262,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"474","Denmark",2004,158,2,0.908,0.883,0.866,0.87,0.986,0.992,0.985,0.99,52.5,"Populist","Non-populist",0.34,0.327249523809524,NA,NA,3,NA,0.262,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"475","Denmark",2005,158,2,0.919,0.895,0.876,0.88,0.986,0.992,0.985,0.99,52.6,"Populist","Non-populist",0.325,0.309897338403042,5.23239191373189,4.91014634837669,3,0,0.229,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"476","Denmark",2006,158,2,0.92,0.896,0.878,0.881,0.986,0.992,0.985,0.99,52.6,"Populist","Non-populist",0.325,0.309897338403042,NA,NA,3,NA,0.229,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"477","Denmark",2007,158,2,0.92,0.896,0.879,0.882,0.986,0.992,0.985,0.99,49.8,"Populist","Non-populist",0.295,0.273072289156627,5.23239191373189,5.01804175099216,3,0,0.14,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"478","Denmark",2008,158,2,0.922,0.898,0.88,0.884,0.986,0.992,0.985,0.99,49.8,"Populist","Non-populist",0.295,0.273072289156627,NA,NA,3,NA,0.14,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"479","Denmark",2009,158,2,0.922,0.898,0.877,0.884,0.986,0.992,0.985,0.99,49.8,"Populist","Non-populist",0.295,0.273072289156627,NA,NA,3,NA,0.14,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"480","Denmark",2010,158,2,0.922,0.898,0.873,0.884,0.986,0.992,0.985,0.99,49.8,"Populist","Non-populist",0.295,0.273072289156627,NA,NA,3,NA,0.14,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"481","Denmark",2011,158,2,0.922,0.898,0.883,0.884,0.986,0.992,0.985,0.99,49.7,"Non-Populist","Non-populist",0.21975,0.184997987927565,3.35208496451378,3.46796268308666,4,0,0.153,"Thorning-Schmidt","Non-Populist",0,0,0,4,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"482","Denmark",2012,158,2,0.923,0.898,0.885,0.885,0.986,0.992,0.985,0.99,49.7,"Non-Populist","Non-populist",0.21975,0.184997987927565,NA,NA,4,NA,0.153,"Thorning-Schmidt","Non-Populist",0,0,0,4,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"483","Denmark",2013,158,2,0.923,0.897,0.884,0.884,0.985,0.99,0.985,0.99,49.7,"Non-Populist","Non-populist",0.21975,0.184997987927565,NA,NA,4,NA,0.153,"Thorning-Schmidt","Non-Populist",0,0,0,4,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"484","Denmark",2014,158,2,0.923,0.897,0.883,0.884,0.985,0.99,0.985,0.99,49.7,"Non-Populist","Non-populist",0.21975,0.184997987927565,NA,NA,4,NA,0.153,"Thorning-Schmidt","Non-Populist",0,0,0,4,2,"1",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"485","Denmark",2015,158,2,0.922,0.898,0.882,0.883,0.986,0.991,0.986,0.99,47,"Populist","Non-populist",0.316333333333333,0.350751063829787,4.85603014628092,5.49365774164808,3,0,0.132,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"486","Denmark",2016,158,2,0.919,0.895,0.879,0.881,0.986,0.991,0.986,0.99,47,"Populist","Non-populist",0.316333333333333,0.350751063829787,NA,NA,3,NA,0.132,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"487","Denmark",2017,158,2,0.919,0.892,0.883,0.876,0.983,0.991,0.986,0.985,47,"Populist","Non-populist",0.316333333333333,0.350751063829787,NA,NA,3,NA,0.132,"Rasmussen","Non-Populist",0,0,0,4,2,"1",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"488","Denmark",2018,158,2,0.919,0.892,0.878,0.882,0.983,0.99,0.986,0.985,47,"Populist","Non-populist",0.316333333333333,0.350751063829787,NA,NA,3,NA,0.132,"Rasmussen",NA,0,0,0,4,2,"1",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"489","Denmark",2019,158,2,0.915,0.888,0.875,0.877,0.982,0.987,0.986,0.985,50.8,"Populist","Non-populist",0.22125,0.18890157480315,3.35208496451378,3.53699698434101,4,0,0.153,NA,NA,0,0,0,4,2,"1",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"490","Denmark",2020,158,2,0.914,0.882,0.876,0.876,0.977,0.971,0.986,0.987,50.8,"Populist","Non-populist",0.22125,0.18890157480315,NA,NA,4,NA,0.153,NA,NA,0,0,0,4,2,"1",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"491","Denmark",2021,158,2,0.915,0.885,0.874,0.878,0.979,0.977,0.973,0.986,50.8,"Populist","Non-populist",0.22125,0.18890157480315,NA,NA,4,NA,0.153,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"492","Denmark",2022,158,2,0.916,0.889,0.877,0.878,0.983,0.988,0.973,0.988,50.8,"Populist","Non-populist",0.22125,0.18890157480315,NA,NA,4,NA,0.153,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"493","Ecuador",1990,75,18,0.725,0.484,0.456,0.404,0.612,0.762,0.767,0.427,19.4,NA,NA,0.382,0.382,NA,NA,1,NA,0.382,NA,NA,1,0,0,4,2,"1",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"494","Ecuador",1991,75,18,0.726,0.482,0.455,0.402,0.612,0.762,0.767,0.427,19.4,NA,NA,0.382,0.382,NA,NA,1,NA,0.382,NA,NA,1,0,0,4,2,"1",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"495","Ecuador",1992,75,18,0.722,0.481,0.453,0.402,0.612,0.762,0.767,0.427,22.1,NA,NA,0.162,0.177647058823529,NA,NA,2,NA,0.2,NA,NA,0,0,1,1,2,"1",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"496","Ecuador",1993,75,18,0.716,0.47,0.441,0.394,0.597,0.773,0.767,0.383,22.1,NA,NA,0.162,0.177647058823529,NA,NA,2,NA,0.2,NA,NA,0,1,1,3,2,"1",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"497","Ecuador",1994,75,18,0.704,0.463,0.433,0.388,0.597,0.773,0.772,0.383,46.8,NA,NA,0.193,0.224944444444444,NA,NA,3,NA,0.2,"Sixto  Durán Ballén","Non-Populist",0,0,0,4,2,"1",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"498","Ecuador",1995,75,18,0.706,0.465,0.435,0.389,0.597,0.773,0.772,0.383,46.8,NA,NA,0.193,0.224944444444444,NA,NA,3,NA,0.2,"Sixto  Durán Ballén","Non-Populist",0,0,1,1,2,"1",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"499","Ecuador",1996,75,18,0.704,0.467,0.435,0.392,0.604,0.769,0.772,0.36,23.2,NA,NA,0.909,0.909,NA,NA,1,NA,0.909,"Abdalá Bucaram","Populist",1,1,1,3,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"500","Ecuador",1997,75,18,0.703,0.472,0.465,0.395,0.62,0.759,0.772,0.411,7.1,NA,NA,0.257,0.257,NA,NA,1,NA,0.257,"Fabián Alarcón","Non-Populist",1,NA,NA,NA,NA,NA,1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"501","Ecuador",1998,75,18,0.697,0.476,0.491,0.402,0.631,0.801,0.772,0.411,26.4,NA,NA,0.276,0.276,NA,NA,1,NA,0.276,"Jamil Mahuad","Non-Populist",1,NA,NA,NA,NA,NA,1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"502","Ecuador",1999,75,18,0.692,0.47,0.425,0.397,0.628,0.801,0.755,0.402,26.4,NA,NA,0.276,0.276,NA,NA,1,NA,0.276,"Jamil Mahuad","Non-Populist",1,NA,NA,NA,NA,NA,1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"503","Ecuador",2000,75,18,0.696,0.466,0.454,0.412,0.612,0.81,0.766,0.35,26.4,NA,NA,0.276,0.276,NA,NA,1,NA,0.276,"Gustavo Noboa ","Non-Populist",1,0,0,4,2,"2",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"504","Ecuador",2001,75,18,0.696,0.466,0.454,0.412,0.612,0.81,0.766,0.35,26.4,NA,NA,0.276,0.276,NA,NA,1,NA,0.276,"Gustavo Noboa ","Non-Populist",1,0,0,4,2,"2",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"505","Ecuador",2002,75,18,0.699,0.468,0.443,0.415,0.612,0.81,0.766,0.35,17,NA,NA,0.7265,0.722823529411765,NA,NA,2,NA,0.739,"Gustavo Noboa ","Non-Populist",0,0,1,1,2,"2",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"506","Ecuador",2003,75,18,0.709,0.479,0.4,0.424,0.619,0.81,0.766,0.362,17,NA,NA,0.7265,0.722823529411765,NA,NA,2,NA,0.739,"Lucio Gutiérrez","Populist",0,0,0,4,2,"2",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"507","Ecuador",2004,75,18,0.709,0.476,0.4,0.424,0.614,0.81,0.766,0.35,17,NA,NA,0.7265,0.722823529411765,NA,NA,2,NA,0.739,"Lucio Gutiérrez","Populist",0,0,0,4,2,"2",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"508","Ecuador",2005,75,18,0.709,0.481,0.401,0.422,0.619,0.81,0.766,0.359,17,NA,NA,0.7265,0.722823529411765,NA,NA,2,NA,0.739,"Alfredo Palacio","Non-Populist",0,0,0,4,2,"2",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"509","Ecuador",2006,75,18,0.703,0.466,0.42,0.42,0.603,0.815,0.83,0.372,17,NA,NA,0.7265,0.722823529411765,NA,NA,2,NA,0.739,"Alfredo Palacio","Non-Populist",0,0,0,4,2,"2",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"510","Ecuador",2007,75,18,0.677,0.42,0.529,0.45,0.554,0.851,0.826,0.362,61.5,NA,NA,0.977,0.977,NA,NA,1,NA,0.977,"Rafael Correa","Populist",1,0,0,4,2,"2",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"511","Ecuador",2008,75,18,0.64,0.356,0.491,0.444,0.467,0.853,0.822,0.24,61.5,NA,NA,0.977,0.977,NA,NA,1,NA,0.977,"Rafael Correa","Populist",1,1,1,3,2,"96",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"512","Ecuador",2009,75,18,0.621,0.338,0.45,0.429,0.453,0.858,0.748,0.237,47.6,NA,NA,0.968,0.968,NA,NA,1,NA,0.968,"Rafael Correa","Populist",1,0,0,4,2,"96",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"513","Ecuador",2010,75,18,0.599,0.322,0.419,0.44,0.448,0.847,0.665,0.22,47.6,NA,NA,0.968,0.968,NA,NA,1,NA,0.968,"Rafael Correa","Populist",1,0,0,4,2,"96",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"514","Ecuador",2011,75,18,0.593,0.319,0.419,0.438,0.448,0.847,0.637,0.22,47.6,NA,NA,0.968,0.968,NA,NA,1,NA,0.968,"Rafael Correa","Populist",1,0,1,1,2,"96",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"515","Ecuador",2012,75,18,0.6,0.315,0.402,0.441,0.434,0.846,0.637,0.22,47.6,NA,NA,0.968,0.968,NA,NA,1,NA,0.968,"Rafael Correa","Populist",1,0,0,4,2,"96",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"516","Ecuador",2013,75,18,0.545,0.272,0.364,0.403,0.398,0.843,0.557,0.191,73,NA,NA,0.961,0.961,NA,NA,1,NA,0.961,"Rafael Correa","Populist",1,0,0,4,2,"96",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"517","Ecuador",2014,75,18,0.541,0.268,0.35,0.402,0.394,0.843,0.557,0.166,73,NA,NA,0.961,0.961,NA,NA,1,NA,0.961,"Rafael Correa","Populist",1,0,0,4,2,"96",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"518","Ecuador",2015,75,18,0.54,0.268,0.347,0.4,0.396,0.845,0.557,0.166,73,NA,NA,0.961,0.961,NA,NA,1,NA,0.961,"Rafael Correa","Populist",1,0,1,1,2,"96",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"519","Ecuador",2016,75,18,0.551,0.276,0.354,0.409,0.398,0.845,0.557,0.166,73,NA,NA,0.961,0.961,NA,NA,1,NA,0.961,"Rafael Correa","Populist",1,0,0,4,2,"96",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"520","Ecuador",2017,75,18,0.559,0.346,0.448,0.409,0.549,0.868,0.598,0.256,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,"Lenin Moreno","Non-Populist",1,0,0,4,2,"96",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"521","Ecuador",2018,75,18,0.652,0.473,0.494,0.448,0.692,0.876,0.646,0.513,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,"Lenin Moreno",NA,1,0,1,1,2,"96",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"522","Ecuador",2019,75,18,0.625,0.46,0.458,0.418,0.701,0.876,0.638,0.503,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,NA,NA,1,0,0,4,2,"96",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"523","Ecuador",2020,75,18,0.628,0.482,0.447,0.417,0.74,0.882,0.698,0.545,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,NA,NA,1,0,0,4,2,"96",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"524","Ecuador",2021,75,18,0.613,0.449,0.461,0.38,0.699,0.889,0.66,0.533,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,NA,NA,1,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"525","Ecuador",2022,75,18,0.657,0.5,0.461,0.41,0.734,0.878,0.72,0.569,55.2,NA,NA,0.886,0.886,NA,NA,1,NA,0.886,NA,NA,1,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"526","El Salvador",1990,22,17,0.216,0.089,0.09,0.084,0.226,0.085,0.479,0.362,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,"98",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"527","El Salvador",1991,22,17,0.223,0.091,0.092,0.085,0.225,0.095,0.523,0.354,57.1,NA,NA,0.1165,0.135569176882662,NA,NA,2,NA,0.147,NA,NA,0,0,1,1,2,"98",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"528","El Salvador",1992,22,17,0.273,0.142,0.16,0.126,0.346,0.34,0.605,0.404,57.1,NA,NA,0.1165,0.135569176882662,NA,NA,2,NA,0.147,NA,NA,0,0,1,1,2,"98",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"529","El Salvador",1993,22,17,0.378,0.211,0.256,0.169,0.437,0.545,0.692,0.445,57.1,NA,NA,0.1165,0.135569176882662,NA,NA,2,NA,0.147,NA,NA,0,0,1,1,2,"98",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"530","El Salvador",1994,22,17,0.478,0.266,0.313,0.212,0.468,0.568,0.688,0.466,51.2,NA,NA,0.1165,0.14128125,NA,NA,2,NA,0.147,"Armando Calderón Sol","Non-Populist",0,0,1,1,2,"98",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"531","El Salvador",1995,22,17,0.487,0.283,0.323,0.221,0.493,0.574,0.663,0.466,51.2,NA,NA,0.1165,0.14128125,NA,NA,2,NA,0.147,"Armando Calderón Sol","Non-Populist",0,0,0,4,2,"98",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"532","El Salvador",1996,22,17,0.491,0.286,0.325,0.224,0.496,0.581,0.683,0.466,51.2,NA,NA,0.1165,0.14128125,NA,NA,2,NA,0.147,"Armando Calderón Sol","Non-Populist",0,0,1,1,2,"98",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"533","El Salvador",1997,22,17,0.498,0.289,0.329,0.226,0.496,0.581,0.683,0.466,58.3,NA,NA,0.0803333333333333,0.0770240137221269,NA,NA,3,NA,0.071,"Armando Calderón Sol","Non-Populist",0,0,0,4,2,"98",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"534","El Salvador",1998,22,17,0.498,0.298,0.329,0.226,0.518,0.618,0.683,0.506,58.3,NA,NA,0.0803333333333333,0.0770240137221269,NA,NA,3,NA,0.071,"Armando Calderón Sol","Non-Populist",0,0,0,4,2,"98",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"535","El Salvador",1999,22,17,0.508,0.304,0.336,0.223,0.518,0.618,0.683,0.506,58.3,NA,NA,0.0803333333333333,0.0770240137221269,NA,NA,3,NA,0.071,"Francisco Flores Pérez","Non-Populist",0,0,1,1,2,"98",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"536","El Salvador",2000,22,17,0.531,0.324,0.328,0.233,0.536,0.633,0.683,0.543,57.1,NA,NA,0.0843333333333333,0.083938704028021,NA,NA,3,NA,0.083,"Francisco Flores Pérez","Non-Populist",0,0,1,1,2,"98",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"537","El Salvador",2001,22,17,0.541,0.333,0.333,0.236,0.547,0.633,0.683,0.543,57.1,NA,NA,0.0843333333333333,0.083938704028021,NA,NA,3,NA,0.083,"Francisco Flores Pérez","Non-Populist",0,0,0,4,2,"98",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"538","El Salvador",2002,22,17,0.55,0.339,0.35,0.241,0.548,0.639,0.683,0.543,57.1,NA,NA,0.0843333333333333,0.083938704028021,NA,NA,3,NA,0.083,"Francisco Flores Pérez","Non-Populist",0,0,0,4,2,"98",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"539","El Salvador",2003,22,17,0.547,0.342,0.35,0.24,0.56,0.639,0.683,0.577,57.1,NA,NA,0.0843333333333333,0.0841033274956217,NA,NA,3,NA,0.083,"Francisco Flores Pérez","Non-Populist",0,0,1,1,2,"98",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
