"","country","year","country_id","e_regiongeo","v2x_polyarchy","v2x_libdem","v2x_delibdem","v2x_egaldem","v2x_liberal","v2xcl_rol","v2x_cspart","v2x_jucon","gov_seatshare","rooduijn_government","rooduijn_government_senior","gov_popul_mean","gov_popul_weighted","gov_poppa_mean","gov_poppa_weighted","no_govparties","rooduijn","gov_popul_prime","president","ruth_populism","singleparty_gov","syst","evnt","evnttype","execindp","invexe","date","year_start","year_end","year_interval"
"1","Albania",1990,12,3,0.187,0.075,0.094,0.226,0.198,0.045,0.156,0.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,"98",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"2","Albania",1991,12,3,0.369,0.264,0.267,0.289,0.602,0.618,0.335,0.576,67.6,NA,NA,0.179,0.179,NA,NA,1,NA,0.179,NA,NA,1,1,1,2,2,"98",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"3","Albania",1992,12,3,0.418,0.334,0.325,0.311,0.722,0.671,0.358,0.627,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,0.385,NA,NA,1,0,1,1,2,"98",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"4","Albania",1993,12,3,0.416,0.319,0.328,0.312,0.68,0.705,0.395,0.627,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,0.385,NA,NA,1,0,1,1,2,"98",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"5","Albania",1994,12,3,0.412,0.336,0.305,0.31,0.733,0.705,0.395,0.627,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,0.385,NA,NA,1,0,0,4,2,"98",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"6","Albania",1995,12,3,0.426,0.345,0.304,0.317,0.737,0.717,0.395,0.627,65.7,NA,NA,0.385,0.385,NA,NA,1,NA,0.385,NA,NA,1,0,0,4,2,"98",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"7","Albania",1996,12,3,0.381,0.319,0.269,0.284,0.737,0.717,0.395,0.627,90.6,NA,NA,0.124333333333333,0.161991169977925,NA,NA,3,NA,0.164,NA,NA,0,0,0,4,2,"98",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"8","Albania",1997,12,3,0.369,0.311,0.269,0.281,0.733,0.699,0.395,0.627,90.6,NA,NA,0.185,0.161991169977925,NA,NA,2,NA,0.23,NA,NA,0,0,0,4,2,"98",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"9","Albania",1998,12,3,0.386,0.323,0.307,0.284,0.741,0.719,0.542,0.631,90.6,NA,NA,0.185,0.161991169977925,NA,NA,2,NA,0.23,NA,NA,0,1,1,3,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"10","Albania",1999,12,3,0.389,0.327,0.31,0.287,0.747,0.736,0.607,0.631,90.6,NA,NA,0.185,0.161991169977925,NA,NA,2,NA,0.23,NA,NA,0,0,0,4,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"11","Albania",2000,12,3,0.401,0.341,0.313,0.297,0.772,0.815,0.609,0.619,90.6,NA,NA,0.185,0.161991169977925,NA,NA,2,NA,0.23,NA,NA,0,0,0,4,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"12","Albania",2001,12,3,0.433,0.365,0.349,0.318,0.78,0.845,0.609,0.619,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,0.144,NA,NA,1,0,0,4,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"13","Albania",2002,12,3,0.477,0.39,0.372,0.346,0.778,0.854,0.609,0.606,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,0.144,NA,NA,1,0,0,4,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"14","Albania",2003,12,3,0.482,0.393,0.375,0.349,0.777,0.854,0.62,0.593,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,0.144,NA,NA,1,0,0,4,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"15","Albania",2004,12,3,0.474,0.394,0.373,0.345,0.788,0.864,0.684,0.632,52.1,NA,NA,0.144,0.144,NA,NA,1,NA,0.144,NA,NA,1,0,0,4,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"16","Albania",2005,12,3,0.505,0.415,0.406,0.358,0.788,0.864,0.712,0.632,53.7,NA,NA,0.27525,0.462443202979516,NA,NA,4,NA,0.543,NA,NA,0,0,0,4,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"17","Albania",2006,12,3,0.536,0.436,0.421,0.375,0.788,0.864,0.712,0.632,53.7,NA,NA,0.27525,0.462443202979516,NA,NA,4,NA,0.543,NA,NA,0,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"18","Albania",2007,12,3,0.54,0.44,0.409,0.38,0.788,0.864,0.712,0.632,53.7,NA,NA,0.27525,0.462443202979516,NA,NA,4,NA,0.543,NA,NA,0,0,1,1,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"19","Albania",2008,12,3,0.538,0.439,0.406,0.376,0.792,0.864,0.688,0.635,53.7,NA,NA,0.27525,0.462443202979516,NA,NA,4,NA,0.543,NA,NA,0,0,1,1,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"20","Albania",2009,12,3,0.534,0.439,0.404,0.377,0.8,0.88,0.688,0.635,52.2,NA,NA,0.171666666666667,0.230367816091954,NA,NA,3,NA,0.237,NA,NA,0,0,0,4,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"21","Albania",2010,12,3,0.535,0.438,0.392,0.376,0.797,0.876,0.688,0.635,52.2,NA,NA,0.171666666666667,0.230367816091954,NA,NA,3,NA,0.237,NA,NA,0,0,0,4,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"22","Albania",2011,12,3,0.535,0.44,0.403,0.376,0.797,0.884,0.688,0.635,52.2,NA,NA,0.171666666666667,0.230367816091954,NA,NA,3,NA,0.237,NA,NA,0,0,0,4,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"23","Albania",2012,12,3,0.53,0.435,0.4,0.375,0.795,0.884,0.688,0.641,52.2,NA,NA,0.171666666666667,0.230367816091954,NA,NA,3,NA,0.237,NA,NA,0,0,1,1,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"24","Albania",2013,12,3,0.508,0.425,0.269,0.362,0.808,0.913,0.591,0.712,57.8,NA,NA,0.2945,0.386844290657439,NA,NA,2,NA,0.447,NA,NA,0,0,0,4,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"25","Albania",2014,12,3,0.509,0.431,0.283,0.369,0.82,0.913,0.591,0.742,57.8,NA,NA,0.2945,0.386844290657439,NA,NA,2,NA,0.447,NA,NA,0,0,0,4,2,"1",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"26","Albania",2015,12,3,0.509,0.431,0.291,0.364,0.82,0.913,0.591,0.742,57.8,NA,NA,0.2945,0.386844290657439,NA,NA,2,NA,0.447,NA,NA,0,0,1,1,2,"1",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"27","Albania",2016,12,3,0.51,0.43,0.29,0.365,0.82,0.913,0.597,0.742,57.8,NA,NA,0.2945,0.386844290657439,NA,NA,2,NA,0.447,NA,NA,0,0,1,1,2,"1",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"28","Albania",2017,12,3,0.52,0.428,0.264,0.365,0.796,0.894,0.609,0.68,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,0,0,4,2,"1",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"29","Albania",2018,12,3,0.498,0.414,0.255,0.355,0.8,0.901,0.591,0.684,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,0,0,4,2,"1",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"30","Albania",2019,12,3,0.486,0.41,0.247,0.343,0.806,0.916,0.62,0.695,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,0,0,4,2,"1",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"31","Albania",2020,12,3,0.493,0.417,0.26,0.364,0.816,0.899,0.667,0.734,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,0,1,1,2,"1",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"32","Albania",2021,12,3,0.489,0.41,0.312,0.368,0.807,0.9,0.678,0.746,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"33","Albania",2022,12,3,0.484,0.409,0.273,0.355,0.813,0.903,0.669,0.72,55,NA,NA,0.1035,0.06794,NA,NA,2,NA,0.065,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"34","Argentina",1990,37,18,0.828,0.613,0.711,0.643,0.694,0.826,0.886,0.603,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,4,2,"1",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"35","Argentina",1991,37,18,0.831,0.624,0.726,0.646,0.708,0.836,0.886,0.603,52.1,NA,NA,0.2155,0.360474088291747,NA,NA,2,NA,0.386,NA,NA,0,0,0,4,2,"1",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"36","Argentina",1992,37,18,0.836,0.628,0.733,0.659,0.708,0.836,0.886,0.603,52.1,NA,NA,0.2155,0.360474088291747,NA,NA,2,NA,0.386,NA,NA,0,0,0,4,2,"1",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"37","Argentina",1993,37,18,0.835,0.628,0.733,0.658,0.708,0.836,0.886,0.603,49.4,NA,NA,0.27,0.27,NA,NA,1,NA,0.27,NA,NA,1,0,0,4,2,"1",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"38","Argentina",1994,37,18,0.839,0.63,0.735,0.659,0.708,0.836,0.886,0.603,49.4,NA,NA,0.27,0.27,NA,NA,1,NA,0.27,"Carlos Menem","Populist",1,0,1,1,2,"1",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"39","Argentina",1995,37,18,0.835,0.633,0.732,0.655,0.719,0.845,0.886,0.606,51,NA,NA,0.269,0.269,NA,NA,1,NA,0.269,"Carlos Menem","Populist",1,0,0,4,2,"1",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"40","Argentina",1996,37,18,0.829,0.624,0.728,0.657,0.712,0.845,0.886,0.606,51,NA,NA,0.269,0.269,NA,NA,1,NA,0.269,"Carlos Menem","Populist",1,0,0,4,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"41","Argentina",1997,37,18,0.829,0.625,0.728,0.653,0.712,0.845,0.886,0.606,46.3,NA,NA,0.269,0.269,NA,NA,1,NA,0.269,"Carlos Menem","Populist",1,0,0,4,2,"1",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"42","Argentina",1998,37,18,0.833,0.628,0.728,0.655,0.714,0.845,0.886,0.613,46.3,NA,NA,0.269,0.269,NA,NA,1,NA,0.269,"Carlos Menem","Populist",1,0,0,4,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"43","Argentina",1999,37,18,0.832,0.632,0.725,0.655,0.724,0.845,0.886,0.628,46.3,NA,NA,0.428,0.390958963282937,NA,NA,2,NA,0.33,"Fernando de la Rúa","Non-Populist",0,0,0,4,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"44","Argentina",2000,37,18,0.84,0.662,0.762,0.673,0.757,0.835,0.886,0.724,46.3,NA,NA,0.428,0.390958963282937,NA,NA,2,NA,0.33,"Fernando de la Rúa","Non-Populist",0,0,0,4,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"45","Argentina",2001,37,18,0.84,0.671,0.763,0.673,0.772,0.844,0.886,0.721,31.1,NA,NA,0.411,0.333877813504823,NA,NA,2,NA,0.288,"Fernando de la Rúa","Non-Populist",0,0,0,4,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"46","Argentina",2002,37,18,0.832,0.659,0.77,0.662,0.764,0.844,0.886,0.707,31.1,NA,NA,0.411,0.333877813504823,NA,NA,2,NA,0.288,"Eduardo Duhalde","Non-Populist",0,0,0,4,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"47","Argentina",2003,37,18,0.813,0.647,0.663,0.646,0.776,0.86,0.886,0.72,51.4,NA,NA,0.658,0.658,NA,NA,1,NA,0.658,"Néstor Kirchner","Populist",1,0,0,4,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"48","Argentina",2004,37,18,0.808,0.648,0.62,0.645,0.781,0.88,0.878,0.72,51.4,NA,NA,0.658,0.658,NA,NA,1,NA,0.658,"Néstor Kirchner","Populist",1,0,0,4,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"49","Argentina",2005,37,18,0.806,0.641,0.619,0.643,0.772,0.88,0.873,0.699,53.3,NA,NA,0.791,0.791,NA,NA,1,NA,0.791,"Néstor Kirchner","Populist",1,0,0,4,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"50","Argentina",2006,37,18,0.796,0.632,0.619,0.635,0.772,0.88,0.873,0.699,53.3,NA,NA,0.791,0.791,NA,NA,1,NA,0.791,"Néstor Kirchner","Populist",1,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"51","Argentina",2007,37,18,0.795,0.63,0.621,0.636,0.767,0.882,0.885,0.693,54.1,NA,NA,0.6295,0.777985212569316,NA,NA,2,NA,0.803,"Cristina Fernández de Kirchner","Non-Populist",0,0,0,4,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"52","Argentina",2008,37,18,0.79,0.619,0.592,0.629,0.758,0.879,0.885,0.651,54.1,NA,NA,0.6295,0.777985212569316,NA,NA,2,NA,0.803,"Cristina Fernández de Kirchner","Non-Populist",0,0,0,4,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"53","Argentina",2009,37,18,0.777,0.608,0.585,0.616,0.758,0.879,0.893,0.651,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,0.871,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"54","Argentina",2010,37,18,0.776,0.61,0.583,0.614,0.763,0.879,0.855,0.651,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,0.871,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"55","Argentina",2011,37,18,0.778,0.601,0.584,0.616,0.747,0.879,0.855,0.651,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,0.871,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"56","Argentina",2012,37,18,0.78,0.604,0.588,0.621,0.747,0.884,0.855,0.651,45.1,NA,NA,0.871,0.871,NA,NA,1,NA,0.871,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"57","Argentina",2013,37,18,0.788,0.609,0.592,0.618,0.743,0.883,0.897,0.657,50.2,NA,NA,0.872,0.872,NA,NA,1,NA,0.872,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
"58","Argentina",2014,37,18,0.792,0.617,0.596,0.619,0.751,0.883,0.897,0.657,50.2,NA,NA,0.872,0.872,NA,NA,1,NA,0.872,"Cristina Fernández de Kirchner","Non-Populist",1,0,0,4,2,"1",2014-01-01,2014-01-01,2014-12-31,2014-01-01 UTC--2014-12-31 UTC
"59","Argentina",2015,37,18,0.777,0.607,0.585,0.606,0.754,0.869,0.877,0.661,26.1,NA,NA,0.262,0.221593869731801,NA,NA,3,NA,0.148,"Mauricio Macri","Non-Populist",0,0,0,4,2,"1",2015-01-01,2015-01-01,2015-12-31,2015-01-01 UTC--2015-12-31 UTC
"60","Argentina",2016,37,18,0.752,0.622,0.58,0.586,0.818,0.861,0.886,0.778,26.1,NA,NA,0.262,0.221593869731801,NA,NA,3,NA,0.148,"Mauricio Macri","Non-Populist",0,0,0,4,2,"1",2016-01-01,2016-01-01,2016-12-31,2016-01-01 UTC--2016-12-31 UTC
"61","Argentina",2017,37,18,0.746,0.607,0.555,0.572,0.803,0.85,0.886,0.754,40.9,NA,NA,0.245333333333333,0.202308068459658,NA,NA,3,NA,0.145,"Mauricio Macri","Non-Populist",0,0,0,4,2,"1",2017-01-01,2017-01-01,2017-12-31,2017-01-01 UTC--2017-12-31 UTC
"62","Argentina",2018,37,18,0.767,0.619,0.558,0.598,0.79,0.857,0.875,0.755,40.9,NA,NA,0.245333333333333,0.202308068459658,NA,NA,3,NA,0.145,"Mauricio Macri",NA,0,0,0,4,2,"1",2018-01-01,2018-01-01,2018-12-31,2018-01-01 UTC--2018-12-31 UTC
"63","Argentina",2019,37,18,0.771,0.607,0.556,0.592,0.764,0.833,0.88,0.733,39.3,NA,NA,0.579,0.629496183206107,NA,NA,2,NA,0.642,NA,NA,0,0,0,4,2,"1",2019-01-01,2019-01-01,2019-12-31,2019-01-01 UTC--2019-12-31 UTC
"64","Argentina",2020,37,18,0.822,0.667,0.686,0.637,0.79,0.868,0.895,0.772,39.3,NA,NA,0.579,0.629496183206107,NA,NA,2,NA,0.642,NA,NA,0,0,0,4,2,"1",2020-01-01,2020-01-01,2020-12-31,2020-01-01 UTC--2020-12-31 UTC
"65","Argentina",2021,37,18,0.811,0.657,0.666,0.621,0.79,0.853,0.895,0.772,39.3,NA,NA,0.579,0.629496183206107,NA,NA,2,NA,0.642,NA,NA,0,NA,NA,NA,NA,NA,2021-01-01,2021-01-01,2021-12-31,2021-01-01 UTC--2021-12-31 UTC
"66","Argentina",2022,37,18,0.823,0.642,0.642,0.642,0.746,0.836,0.895,0.687,39.3,NA,NA,0.579,0.629496183206107,NA,NA,2,NA,0.642,NA,NA,0,NA,NA,NA,NA,NA,2022-01-01,2022-01-01,2022-12-31,2022-01-01 UTC--2022-12-31 UTC
"67","Austria",1990,144,1,0.861,0.78,0.764,0.774,0.91,0.966,0.962,0.918,76.5,"Non-Populist","Non-populist",0.091,0.0908575163398693,2.98955154418945,2.87374620250627,2,0,0.09,NA,NA,0,0,1,1,2,"1",1990-01-01,1990-01-01,1990-12-31,1990-01-01 UTC--1990-12-31 UTC
"68","Austria",1991,144,1,0.86,0.781,0.763,0.772,0.91,0.966,0.962,0.918,76.5,"Non-Populist","Non-populist",0.091,0.0908575163398693,NA,NA,2,NA,0.09,NA,NA,0,0,1,1,2,"1",1991-01-01,1991-01-01,1991-12-31,1991-01-01 UTC--1991-12-31 UTC
"69","Austria",1992,144,1,0.861,0.78,0.763,0.762,0.91,0.966,0.962,0.918,76.5,"Non-Populist","Non-populist",0.091,0.0908575163398693,NA,NA,2,NA,0.09,NA,NA,0,0,1,1,2,"1",1992-01-01,1992-01-01,1992-12-31,1992-01-01 UTC--1992-12-31 UTC
"70","Austria",1993,144,1,0.861,0.78,0.763,0.762,0.91,0.966,0.962,0.918,76.5,"Non-Populist","Non-populist",0.091,0.0908575163398693,NA,NA,2,NA,0.09,NA,NA,0,0,1,1,2,"1",1993-01-01,1993-01-01,1993-12-31,1993-01-01 UTC--1993-12-31 UTC
"71","Austria",1994,144,1,0.86,0.778,0.762,0.761,0.91,0.966,0.962,0.918,63.9,"Non-Populist","Non-populist",0.091,0.0908888888888889,2.98955154418945,2.89924462636312,2,0,0.09,"Vranitzky","Non-Populist",0,0,1,1,2,"1",1994-01-01,1994-01-01,1994-12-31,1994-01-01 UTC--1994-12-31 UTC
"72","Austria",1995,144,1,0.857,0.774,0.767,0.757,0.91,0.962,0.962,0.918,67.2,"Non-Populist","Non-populist",0.091,0.0908452380952381,2.98955154418945,2.86376690864563,2,0,0.09,"Vranitzky","Non-Populist",0,0,0,4,2,"1",1995-01-01,1995-01-01,1995-12-31,1995-01-01 UTC--1995-12-31 UTC
"73","Austria",1996,144,1,0.859,0.78,0.768,0.762,0.911,0.968,0.949,0.918,67.2,"Non-Populist","Non-populist",0.091,0.0908452380952381,NA,NA,2,NA,0.09,"Vranitzky","Non-Populist",0,0,1,1,2,"1",1996-01-01,1996-01-01,1996-12-31,1996-01-01 UTC--1996-12-31 UTC
"74","Austria",1997,144,1,0.859,0.78,0.768,0.762,0.911,0.968,0.949,0.918,67.2,"Non-Populist","Non-populist",0.091,0.0908452380952381,NA,NA,2,NA,0.09,"Klima","Non-Populist",0,0,1,1,2,"1",1997-01-01,1997-01-01,1997-12-31,1997-01-01 UTC--1997-12-31 UTC
"75","Austria",1998,144,1,0.859,0.778,0.768,0.761,0.911,0.968,0.949,0.918,67.2,"Non-Populist","Non-populist",0.091,0.0908452380952381,NA,NA,2,NA,0.09,"Klima","Non-Populist",0,0,1,1,2,"1",1998-01-01,1998-01-01,1998-12-31,1998-01-01 UTC--1998-12-31 UTC
"76","Austria",1999,144,1,0.859,0.778,0.768,0.761,0.911,0.968,0.949,0.918,56.8,"Populist","Non-populist",0.4485,0.4485,6.35040187835693,6.35040187835693,2,0,0.092,"Klima","Non-Populist",0,0,1,1,2,"1",1999-01-01,1999-01-01,1999-12-31,1999-01-01 UTC--1999-12-31 UTC
"77","Austria",2000,144,1,0.859,0.785,0.764,0.76,0.92,0.968,0.905,0.918,56.8,"Populist","Non-populist",0.4485,0.4485,NA,NA,2,NA,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2000-01-01,2000-01-01,2000-12-31,2000-01-01 UTC--2000-12-31 UTC
"78","Austria",2001,144,1,0.859,0.785,0.764,0.76,0.92,0.968,0.905,0.918,56.8,"Populist","Non-populist",0.4485,0.4485,NA,NA,2,NA,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2001-01-01,2001-01-01,2001-12-31,2001-01-01 UTC--2001-12-31 UTC
"79","Austria",2002,144,1,0.859,0.785,0.764,0.76,0.92,0.968,0.905,0.918,53,"Populist","Non-populist",0.4105,0.209784905660377,6.35040187835693,4.74462562057207,2,0,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2002-01-01,2002-01-01,2002-12-31,2002-01-01 UTC--2002-12-31 UTC
"80","Austria",2003,144,1,0.858,0.782,0.761,0.759,0.92,0.968,0.905,0.918,53,"Populist","Non-populist",0.4105,0.209784905660377,NA,NA,2,NA,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2003-01-01,2003-01-01,2003-12-31,2003-01-01 UTC--2003-12-31 UTC
"81","Austria",2004,144,1,0.859,0.783,0.762,0.76,0.92,0.968,0.905,0.918,53,"Populist","Non-populist",0.4105,0.209784905660377,NA,NA,2,NA,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2004-01-01,2004-01-01,2004-12-31,2004-01-01 UTC--2004-12-31 UTC
"82","Austria",2005,144,1,0.859,0.784,0.763,0.76,0.92,0.968,0.905,0.918,53,"Populist","Non-populist",0.4105,0.209784905660377,NA,NA,2,NA,0.092,"Schuessel","Non-Populist",0,0,1,1,2,"1",2005-01-01,2005-01-01,2005-12-31,2005-01-01 UTC--2005-12-31 UTC
"83","Austria",2006,144,1,0.863,0.787,0.765,0.764,0.92,0.968,0.929,0.918,73.3,"Non-Populist","Non-populist",0.162,0.163050477489768,2.98955154418945,2.97735456620199,2,0,0.232,"Schuessel","Non-Populist",0,0,0,4,2,"1",2006-01-01,2006-01-01,2006-12-31,2006-01-01 UTC--2006-12-31 UTC
"84","Austria",2007,144,1,0.873,0.8,0.788,0.775,0.924,0.968,0.929,0.92,73.3,"Non-Populist","Non-populist",0.162,0.163050477489768,NA,NA,2,NA,0.232,"Gusenbauer","Non-Populist",0,0,1,1,2,"1",2007-01-01,2007-01-01,2007-12-31,2007-01-01 UTC--2007-12-31 UTC
"85","Austria",2008,144,1,0.872,0.799,0.798,0.774,0.923,0.966,0.929,0.92,59,"Non-Populist","Non-populist",0.0895,0.089364406779661,2.98955154418945,2.94546952328439,2,0,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2008-01-01,2008-01-01,2008-12-31,2008-01-01 UTC--2008-12-31 UTC
"86","Austria",2009,144,1,0.871,0.797,0.787,0.773,0.923,0.966,0.952,0.92,59,"Non-Populist","Non-populist",0.0895,0.089364406779661,NA,NA,2,NA,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2009-01-01,2009-01-01,2009-12-31,2009-01-01 UTC--2009-12-31 UTC
"87","Austria",2010,144,1,0.867,0.795,0.79,0.769,0.923,0.966,0.952,0.92,59,"Non-Populist","Non-populist",0.0895,0.089364406779661,NA,NA,2,NA,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2010-01-01,2010-01-01,2010-12-31,2010-01-01 UTC--2010-12-31 UTC
"88","Austria",2011,144,1,0.866,0.792,0.786,0.767,0.923,0.966,0.952,0.92,59,"Non-Populist","Non-populist",0.0895,0.089364406779661,NA,NA,2,NA,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2011-01-01,2011-01-01,2011-12-31,2011-01-01 UTC--2011-12-31 UTC
"89","Austria",2012,144,1,0.869,0.797,0.797,0.772,0.923,0.966,0.952,0.92,59,"Non-Populist","Non-populist",0.0895,0.089364406779661,NA,NA,2,NA,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2012-01-01,2012-01-01,2012-12-31,2012-01-01 UTC--2012-12-31 UTC
"90","Austria",2013,144,1,0.869,0.797,0.791,0.767,0.922,0.969,0.955,0.91,54.1,"Non-Populist","Non-populist",0.0895,0.0893752310536044,2.98955154418945,2.94898854782753,2,0,0.087,"Faymann","Non-Populist",0,0,1,1,2,"1",2013-01-01,2013-01-01,2013-12-31,2013-01-01 UTC--2013-12-31 UTC
